CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
78,CR/1978/3717,CS/2010/5459,2026-06-19,29,24,2,2,2,60,5,3,2026-06-18 23:16:42,2026-06-19 00:16:42,2026-06-19 09:16:42,15.143317329541263,76.92296041459049,Exercitationem neque laboriosam voluptatem rem laborum velit. Blanditiis iure tenetur dolore amet. Corporis quod quo pariatur ab distinctio nihil.,Hanur,Bantwal
79,CR/2013/4537,CS/2018/2355,2023-07-18,24,9,2,1,4,50,2,5,2023-07-17 02:55:13,2023-07-17 03:55:13,2023-07-18 18:55:13,12.9300015,77.5438576,Facere accusantium eius aperiam tempore. Distinctio quia inventore culpa earum perspiciatis nobis totam. Qui ad sequi.,Srirangapatna,Bantwal
80,CR/1979/9495,CS/1989/2465,2023-08-15,42,6,3,2,4,61,1,10,2023-08-14 01:27:05,2023-08-14 03:27:05,2023-08-15 11:27:05,13.0349009,77.5994534,"Rerum id magnam blanditiis.
Nobis vitae eos ut. Praesentium qui esse quibusdam.
Eos maxime temporibus inventore ipsam. Esse dignissimos veniam recusandae rem nesciunt laborum.",Halebidu,Tiptur
81,CR/1987/3432,CS/1987/9954,2024-07-15,11,14,2,3,9,44,6,5,2024-07-14 23:45:34,2024-07-15 04:45:34,2024-07-15 03:45:34,15.830195982173,74.5226142959778,Velit natus alias dolores quo labore nemo. Laudantium alias eius similique omnis. Optio alias sapiente.,Gangavathi,Mandya
82,CR/1989/3798,CS/1971/5158,2025-01-24,25,1,1,2,6,15,5,9,2025-01-24 00:54:10,2025-01-24 04:54:10,2025-01-24 13:54:10,12.9810568,77.5968067,Voluptates totam ex illo quasi fugit quasi. Est neque ullam ad quis doloribus nam.,Bidadi,Periyapatna
83,CR/2001/9523,CS/2007/1247,2024-02-01,47,14,3,3,3,22,4,8,2024-01-31 20:25:35,2024-01-31 22:25:35,2024-02-01 07:25:35,15.825362840795771,74.5174758936576,Deleniti perferendis qui autem dignissimos laborum. Nulla sunt totam pariatur. Alias omnis consequatur delectus corporis. Quibusdam aut nesciunt necessitatibus deserunt tempore.,Murudeshwar,Sullia
84,CR/1984/3157,CS/2021/8379,2024-09-25,3,2,2,1,1,30,6,6,2024-09-24 12:37:25,2024-09-24 17:37:25,2024-09-25 07:37:25,12.9733268,77.6101758,Quod amet ullam voluptate quisquam quos quibusdam. Dicta ex quia corporis itaque. Consequuntur laboriosam repellendus neque quae. Quibusdam quae numquam odit dolorum sit ipsa.,Hanur,Gubbi
85,CR/2000/8822,CS/1998/9308,2025-03-21,21,10,3,2,1,6,3,7,2025-03-21 01:31:34,2025-03-21 06:31:34,2025-03-21 23:31:34,12.9365029,77.5758308,"Enim repudiandae iste nulla deleniti. Velit voluptate repellat doloribus. Soluta eveniet iste nemo.
Enim voluptate harum esse.
Nisi esse fugiat praesentium tempora similique quo.",Kushtagi,Nelamangala
86,CR/2012/1326,CS/2015/1216,2024-09-22,45,22,1,1,2,61,1,1,2024-09-20 18:19:30,2024-09-20 21:19:30,2024-09-22 03:19:30,13.9223791,75.5708225,"Sapiente nesciunt voluptatem sunt nobis quis temporibus quaerat. Nulla libero alias ex quis.
Inventore ratione officia maxime. Quae nemo odit perferendis libero.",Bidadi,Hosakote
87,CR/1988/3161,CS/2019/8377,2026-04-26,22,11,3,3,5,6,6,10,2026-04-26 05:42:52,2026-04-26 06:42:52,2026-04-26 11:42:52,12.980703834046745,77.59478799027401,Nemo dolorum maiores eaque quisquam harum nam. Perspiciatis doloribus molestias quos magni. Sed cupiditate quod inventore neque quo ipsum dolores.,Shahabad,Malavalli
88,CR/1985/5038,CS/1976/8920,2024-06-01,43,13,3,1,1,7,4,10,2024-05-30 04:33:14,2024-05-30 07:33:14,2024-06-01 03:33:14,12.312629090532134,76.65189432526924,"Perferendis voluptas nemo autem quod dignissimos. Totam iure pariatur voluptatibus doloribus deleniti omnis.
Corrupti doloremque cupiditate aspernatur voluptatum.",Kushtagi,Karkala
89,CR/2018/6889,CS/2005/6581,2025-12-22,3,9,3,2,11,10,2,5,2025-12-21 16:43:29,2025-12-21 20:43:29,2025-12-22 01:43:29,12.9257592,77.5451314,"Ex nihil nisi amet. Voluptas atque non non porro libero.
Quae doloribus commodi minima quia. Nam totam expedita quas officia maxime vero. Error doloribus dolores itaque vero quibusdam perferendis.",Kumbalagodu,Ramdurg
90,CR/2008/8714,CS/1974/6797,2023-09-17,39,8,1,3,1,5,4,5,2023-09-16 14:38:16,2023-09-16 18:38:16,2023-09-17 13:38:16,13.028956891462078,77.54284634921981,Sed eligendi ducimus debitis autem architecto doloremque. Facilis perferendis adipisci ullam praesentium.,Gangavathi,Kunigal
91,CR/1984/3442,CS/2003/2593,2023-08-20,44,21,3,3,9,9,2,3,2023-08-20 19:05:52,2023-08-20 21:05:52,2023-08-20 20:05:52,13.3328235,77.1190991,"At sequi odit veritatis. A debitis cumque asperiores nulla repudiandae.
Illo quidem tempora quae tempora dolore perspiciatis. Cupiditate velit numquam illo.",Kumta,Hunsur
92,CR/1982/8914,CS/2025/3182,2025-11-26,10,15,1,2,8,60,6,3,2025-11-26 03:52:09,2025-11-26 05:52:09,2025-11-26 04:52:09,15.8578805,74.5087744,"Ipsa reprehenderit officiis facilis. Modi eius reprehenderit consectetur magnam ullam perferendis. Rem quisquam earum corporis laboriosam.
Ullam omnis eius libero. Earum laborum doloribus laboriosam.",Haliyal,Doddaballapura
93,CR/2021/7162,CS/2003/8548,2026-02-26,2,27,1,2,2,61,4,10,2026-02-24 12:02:33,2026-02-24 16:02:33,2026-02-26 07:02:33,12.5220482,76.8907693,"Dignissimos in earum quos natus voluptates et vel.
Quae libero reprehenderit eum consequatur. Ducimus aliquid rem quisquam tempore. Ipsum neque est accusamus.",Mundgod,Pandavapura
94,CR/2007/4456,CS/2007/6621,2026-04-01,4,14,3,3,5,13,1,4,2026-03-31 13:28:09,2026-03-31 17:28:09,2026-04-01 06:28:09,15.831013257512394,74.51895593865879,Iste eum expedita ducimus. At beatae odit beatae. Quam ea eaque doloribus. Quod quis neque distinctio vero eius ullam.,Ankola,Bengaluru North
95,CR/2006/4377,CS/2014/1373,2025-11-30,28,27,2,2,4,61,2,5,2025-11-29 00:38:27,2025-11-29 05:38:27,2025-11-30 03:38:27,12.5105391,76.898333,Possimus officiis pariatur dolor maxime esse temporibus. Illo provident illum fugit.,Kushalnagar,Kunigal
96,CR/1997/9209,CS/1971/1256,2024-03-14,31,5,2,3,4,66,4,10,2024-03-12 09:24:21,2024-03-12 13:24:21,2024-03-14 05:24:21,12.8468414,77.6636953,"Ipsa aspernatur sapiente libero temporibus iure possimus. Eum rem ipsam recusandae.
Unde quibusdam reprehenderit accusamus.",Lingasugur,Bengaluru North
97,CR/2020/5686,CS/2015/7231,2024-07-24,42,17,2,2,3,3,1,10,2024-07-22 15:55:15,2024-07-22 19:55:15,2024-07-24 13:55:15,15.4624236,75.0091314,Ipsum assumenda deleniti porro at doloremque laudantium. Eligendi quis eaque voluptatem quidem. Quam doloremque ad.,Hanur,Nelamangala
98,CR/2024/2096,CS/2013/6144,2025-12-30,34,26,1,2,9,2,3,3,2025-12-29 04:14:45,2025-12-29 09:14:45,2025-12-30 18:14:45,17.333339723580714,76.83118382806606,Doloribus velit ullam optio sed. Maxime necessitatibus saepe in enim porro quisquam aspernatur. Sequi quidem incidunt ratione praesentium.,Sindhanur,Kundapura
99,CR/2005/6594,CS/2020/2510,2024-01-16,38,18,1,3,6,1,4,10,2024-01-15 12:35:00,2024-01-15 16:35:00,2024-01-16 06:35:00,12.8742779,74.8404841,Fugiat id quam nihil perferendis quod. Aperiam et illum aliquam natus quibusdam alias. Voluptas laudantium assumenda ullam beatae.,Halebidu,Hunsur
100,CR/1977/8880,CS/2014/4210,2025-04-27,20,24,2,1,12,42,1,3,2025-04-26 05:42:46,2025-04-26 07:42:46,2025-04-27 18:42:46,15.140636568827706,76.92356053385966,Illum quasi rerum minima enim suscipit magnam omnis. Unde dignissimos adipisci ducimus.,Kudupu,Tumakuru
101,CR/1982/4454,CS/1988/9073,2024-02-21,33,10,1,3,2,19,2,3,2024-02-20 01:02:27,2024-02-20 04:02:27,2024-02-21 23:02:27,12.9338688,77.5738649,"Aliquid harum praesentium amet. Earum assumenda sit beatae debitis.
Veritatis doloremque deleniti. Quis voluptas aperiam.",Halebidu,Maddur
102,CR/1973/5695,CS/1987/7822,2024-05-12,46,16,2,3,5,37,4,8,2024-05-10 15:02:47,2024-05-10 16:02:47,2024-05-12 05:02:47,15.360233631679264,75.12097516232001,"Non omnis in quam expedita voluptate. Non ea placeat harum.
Unde minus placeat quia eos. Autem eos cupiditate eligendi quidem repellat quod.",Mudhol,Athani
103,CR/2017/3096,CS/2020/6882,2023-12-08,15,20,1,3,5,71,3,7,2023-12-07 00:48:38,2023-12-07 03:48:38,2023-12-08 08:48:38,13.336392633152867,74.73811750207688,"Id error consequatur accusantium iusto suscipit nihil. Dolorum ad neque cum nemo reprehenderit.
Voluptate voluptatibus facilis facere. Ipsa voluptatibus quod voluptate est deserunt aspernatur nihil.",Mundgod,Tirthahalli
104,CR/2021/7015,CS/2017/3534,2023-10-23,18,25,2,3,14,11,3,8,2023-10-22 21:53:15,2023-10-23 02:53:15,2023-10-23 07:53:15,17.9073131,77.5167409,"Porro sequi minus harum. Dolor eaque excepturi at suscipit earum. Explicabo dolor aut quaerat.
Nesciunt incidunt est nisi. Earum sed sint.
Doloribus dicta necessitatibus doloremque minima aliquam.",Gangavathi,Nagamangala
105,CR/2001/6923,CS/1986/6736,2025-03-30,47,23,2,3,7,42,2,9,2025-03-30 03:20:39,2025-03-30 06:20:39,2025-03-30 19:20:39,16.20684759661402,77.34320405957179,Sit doloribus ad nihil impedit. Debitis nemo voluptates consectetur corporis numquam aperiam. Voluptatum provident libero cum tempore voluptatibus aliquam nesciunt.,Kumbalagodu,Gubbi
106,CR/1994/8960,CS/2011/7645,2026-03-03,31,8,2,2,12,24,4,4,2026-03-02 00:46:56,2026-03-02 01:46:56,2026-03-03 16:46:56,13.024564814063318,77.53561060286191,"Quidem corrupti quia corporis vitae nemo quam.
Adipisci labore reprehenderit itaque dolorem alias. Rerum saepe et hic aperiam alias vel.",Murudeshwar,Hukkeri
107,CR/2021/1592,CS/1991/3120,2024-04-16,16,13,1,1,11,69,2,8,2024-04-15 19:26:47,2024-04-16 00:26:47,2024-04-16 04:26:47,12.319831981830148,76.65755500389106,Quisquam doloribus eligendi commodi incidunt labore aliquid. Dolorum dolor incidunt dolore illo recusandae facere. Rem molestiae placeat. Quo assumenda et fuga.,Belur,Sira
108,CR/1997/8714,CS/2017/1767,2025-10-20,40,11,3,3,7,10,1,1,2025-10-20 01:00:28,2025-10-20 03:00:28,2025-10-20 09:00:28,12.982580567929618,77.59305184403946,Numquam doloremque consequatur numquam. Reiciendis adipisci unde vero optio odit vitae quis. Eum vitae quae reprehenderit tempora nobis accusamus. Ut aperiam eos sint possimus mollitia id.,Gangavathi,Sira
109,CR/1976/1023,CS/2010/1105,2024-05-10,13,9,3,3,2,52,3,10,2024-05-09 21:19:02,2024-05-09 22:19:02,2024-05-10 06:19:02,12.9273918,77.5473003,Reiciendis voluptates molestias accusamus sunt in dolorem a. Possimus culpa quasi odio omnis. Vel officiis porro nisi modi ut.,Jamkhandi,Koratagere
110,CR/2022/7746,CS/1976/5123,2024-06-11,43,25,3,3,12,68,3,7,2024-06-10 09:24:45,2024-06-10 14:24:45,2024-06-11 03:24:45,17.9094173,77.5252771,"Labore vero sit vero ratione quasi. Voluptas unde reiciendis aliquam.
Dolore necessitatibus harum amet perspiciatis accusamus. Iste voluptas deleniti quaerat facere nisi reprehenderit.",Kushtagi,Hukkeri
111,CR/2023/8449,CS/2020/2803,2024-07-30,45,20,1,3,2,52,6,1,2024-07-29 15:37:48,2024-07-29 19:37:48,2024-07-30 22:37:48,13.339656626826278,74.74099033927043,Perspiciatis veritatis rerum vitae ipsum sint doloribus. Error nostrum excepturi voluptatum totam eveniet.,Jamkhandi,Brahmavar
112,CR/1995/7167,CS/1986/5023,2023-09-19,36,4,3,1,3,3,6,6,2023-09-17 10:38:55,2023-09-17 15:38:55,2023-09-19 02:38:55,12.972770794919803,77.75198236502443,"Cupiditate laudantium velit suscipit tempore. Minima nam nisi consequuntur sed nulla.
Incidunt ex veritatis quae deserunt in nisi. Doloremque assumenda eius.",Harohalli,Raibag
113,CR/1989/2307,CS/2018/6627,2023-07-15,2,9,1,2,3,25,5,1,2023-07-14 20:53:48,2023-07-14 22:53:48,2023-07-15 21:53:48,12.9215503,77.546132,"Fuga cumque inventore itaque consequatur molestiae. Perspiciatis harum expedita.
Illo tenetur fuga unde velit cumque fugit. Quos nostrum saepe. Ducimus quisquam eligendi voluptatem fuga.",Manvi,Kunigal
114,CR/1997/6616,CS/1997/5137,2024-02-04,50,26,1,1,3,42,5,4,2024-02-02 20:53:55,2024-02-03 00:53:55,2024-02-04 01:53:55,17.332206422599818,76.83835545381308,Cumque cupiditate commodi. Error dolorem quos veniam optio vitae. Assumenda porro libero sunt occaecati. Nisi optio quasi tempora molestias.,Yelwala,Doddaballapura
115,CR/1972/4803,CS/1983/5313,2024-10-19,11,16,1,2,14,50,2,2,2024-10-17 16:19:39,2024-10-17 18:19:39,2024-10-19 15:19:39,15.362311043369608,75.12632945401508,"Beatae doloremque eos facilis perspiciatis.
Mollitia quaerat dicta est.
Odio a excepturi assumenda iste. Aliquam autem ipsa.",Belur,Yelahanka
116,CR/1981/2836,CS/1995/9866,2023-12-12,37,25,3,1,7,45,3,10,2023-12-11 16:44:39,2023-12-11 21:44:39,2023-12-12 23:44:39,17.9130218,77.5214562,Cum veniam laudantium consectetur debitis distinctio expedita. Rerum nesciunt omnis voluptatum. Unde facilis porro aliquam totam quidem magnam.,Harohalli,Saundatti
117,CR/1977/1764,CS/2003/7810,2025-05-16,41,16,1,1,6,28,4,5,2025-05-16 15:41:16,2025-05-16 19:41:16,2025-05-16 17:41:16,15.363384867880955,75.1253086325081,"Quae labore placeat. Vitae mollitia modi corrupti est quam.
Sunt quidem natus accusantium. Fuga sapiente neque necessitatibus fugiat.
Ipsum unde fugit doloremque possimus officiis accusantium.",Afzalpur,Pandavapura
118,CR/2023/1210,CS/1971/4364,2026-02-25,19,19,2,3,9,58,2,5,2026-02-23 14:33:12,2026-02-23 15:33:12,2026-02-25 06:33:12,12.8666806,74.8437442,Fugiat possimus atque fuga non incidunt id a. Impedit exercitationem consequatur alias tenetur. Atque voluptates nemo officiis.,Virajpet,Koratagere
119,CR/1994/4660,CS/2009/6678,2024-01-15,3,14,3,2,8,64,2,7,2024-01-14 19:57:55,2024-01-15 00:57:55,2024-01-15 13:57:55,15.83030404402532,74.52244757936678,"Asperiores quidem blanditiis temporibus ab delectus magnam. Dicta possimus nihil.
Ut totam ratione id repellendus. Ipsum dicta pariatur deserunt.",Sedam,Yelahanka
120,CR/1972/6048,CS/1981/6734,2025-04-12,49,23,1,1,7,65,6,9,2025-04-11 15:09:50,2025-04-11 18:09:50,2025-04-12 13:09:50,16.205676069191306,77.34977995790486,Eaque libero aliquam ratione quidem velit. Consequatur reiciendis sed tempore aut perspiciatis. In necessitatibus iusto.,Basavakalyan,Hunsur
121,CR/1989/7049,CS/2008/2609,2023-11-14,31,26,3,3,13,66,2,6,2023-11-13 16:58:37,2023-11-13 19:58:37,2023-11-14 20:58:37,17.331560238034506,76.83116518518763,Itaque repellat dolorem magnam dolore quas.,Murudeshwar,Puttur
122,CR/2000/7777,CS/1984/3598,2024-12-11,22,6,2,1,12,56,1,2,2024-12-09 03:55:53,2024-12-09 07:55:53,2024-12-11 03:55:53,13.0326304,77.6015212,Libero fugiat magni maxime velit vitae. Quasi ipsa minus perspiciatis.,Hungund,Nagamangala
123,CR/2012/4862,CS/1981/5895,2026-04-16,14,22,1,1,9,1,6,5,2026-04-15 08:05:39,2026-04-15 10:05:39,2026-04-16 14:05:39,13.9199129,75.5671088,"Vitae distinctio saepe illo voluptas quaerat voluptatum. Alias eos cupiditate beatae totam reiciendis.
Commodi optio et. Necessitatibus error accusamus dolores dolor eum.",Ankola,Maddur
124,CR/1984/8345,CS/2023/9141,2023-10-14,13,1,3,3,13,38,1,8,2023-10-13 10:38:47,2023-10-13 12:38:47,2023-10-14 06:38:47,12.9747381,77.5922159,"Assumenda quibusdam aperiam itaque. Reprehenderit ab veritatis distinctio expedita provident.
Quam officia similique ea quae. Laborum maiores quos illo ducimus non temporibus. Nostrum et quidem.",Ilkal,Shikaripura
125,CR/2010/3073,CS/1992/9586,2023-12-26,20,11,3,1,15,27,2,8,2023-12-24 20:02:09,2023-12-25 01:02:09,2023-12-26 06:02:09,12.98216243859077,77.58632364122995,Sint nulla beatae beatae eum esse eaque. Illo a pariatur excepturi quia. Dolore magnam libero a dolores illo.,Virajpet,Nagamangala
126,CR/1983/3902,CS/1970/4480,2025-05-05,29,11,1,2,14,16,1,8,2025-05-03 06:44:19,2025-05-03 07:44:19,2025-05-05 04:44:19,12.978241384801695,77.59478421202937,"Cumque ducimus amet voluptatem. Adipisci dolore velit saepe asperiores sint. Aliquid culpa repellendus repudiandae beatae.
Sit earum alias aspernatur.",Manvi,Devanahalli
127,CR/2015/3864,CS/1990/8485,2026-05-06,3,3,2,2,8,75,1,8,2026-05-05 15:50:39,2026-05-05 16:50:39,2026-05-06 06:50:39,12.9236267,77.627065,"Est facere tempore maxime. Culpa vero dicta officiis voluptates.
Non quisquam facere eos assumenda. Odit cupiditate corporis quidem quos officia.",Mudbidri,Gokak
128,CR/2008/6146,CS/2018/2677,2024-02-24,5,26,2,1,10,26,3,3,2024-02-22 22:17:09,2024-02-23 02:17:09,2024-02-24 22:17:09,17.331808797629414,76.83617836262106,Magnam laudantium nulla tempore accusantium. Eum beatae esse laborum.,Kushalnagar,Kundapura
129,CR/2015/6468,CS/2018/9572,2026-05-20,13,2,2,2,2,19,1,7,2026-05-19 21:06:53,2026-05-19 22:06:53,2026-05-20 06:06:53,12.9751561,77.6074648,A quae quibusdam maxime iure iste fugit. Quos consectetur magnam. Cupiditate tempora voluptatum officia.,Kushalnagar,Udupi
130,CR/1991/6109,CS/2018/7600,2024-09-27,6,1,1,2,7,47,3,2,2024-09-26 17:24:56,2024-09-26 20:24:56,2024-09-27 11:24:56,12.9764472,77.6007859,"Consectetur vero minus quidem necessitatibus pariatur. Totam qui qui illo quibusdam consequatur.
Accusamus reiciendis ea nihil numquam error. Accusantium libero dignissimos nesciunt quae.",Kushtagi,Nanjangud
131,CR/1980/2911,CS/1988/9866,2025-09-28,1,18,1,2,2,74,4,9,2025-09-28 03:50:34,2025-09-28 04:50:34,2025-09-28 08:50:34,12.8739008,74.8407482,"Veniam a omnis suscipit. Quidem mollitia ratione nihil ipsam debitis.
Alias minima atque alias aut labore nobis. Harum eius omnis quae saepe blanditiis iste.",Kushtagi,Belagavi
132,CR/2012/8287,CS/2024/3562,2025-10-25,45,16,3,3,2,39,5,1,2025-10-23 23:57:33,2025-10-24 03:57:33,2025-10-25 12:57:33,15.366924531192467,75.11971738607097,Cumque quos expedita aspernatur adipisci ab illo. Delectus dignissimos aliquam repudiandae voluptatem quae. Nostrum facilis cupiditate deserunt consequuntur qui modi corporis.,Manvi,Tirthahalli
133,CR/2005/4869,CS/2026/1006,2025-11-06,25,3,1,2,5,16,3,2,2025-11-06 01:42:21,2025-11-06 06:42:21,2025-11-06 05:42:21,12.9221483,77.6225133,Tenetur quo reprehenderit aut minima magnam. Aut ab rem illum soluta. Voluptatibus quae alias magni repudiandae eius maiores iure. Praesentium nulla maiores ad possimus.,Mudbidri,Maddur
134,CR/1993/6196,CS/2006/6465,2024-12-22,5,11,1,1,15,21,5,3,2024-12-20 19:29:17,2024-12-20 22:29:17,2024-12-22 13:29:17,12.983910287250273,77.58650551248158,Fugiat accusamus fugit ad voluptatum. Sunt dolorem perspiciatis quas temporibus repudiandae. Nemo illum nobis id.,Somwarpet,Athani
135,CR/2023/2693,CS/2025/4604,2025-01-15,17,26,1,3,15,71,2,4,2025-01-15 21:28:23,2025-01-16 02:28:23,2025-01-15 23:28:23,17.333738472092314,76.83206076198327,Quos accusamus animi facere modi voluptate. Nobis fugit ullam. Accusantium ipsam nam impedit.,Yelwala,Sullia
136,CR/2002/1314,CS/2001/9364,2024-10-02,15,13,2,3,4,17,2,2,2024-10-01 23:55:07,2024-10-02 00:55:07,2024-10-02 18:55:07,12.319279611726168,76.64994282804322,"Voluptatem ipsum vel. Accusantium incidunt maxime minima. Beatae optio enim.
Quo tenetur temporibus perspiciatis assumenda consequatur suscipit.",Hungund,Mysuru
137,CR/2013/1531,CS/1997/2460,2023-12-31,23,7,2,2,2,72,3,2,2023-12-30 13:15:51,2023-12-30 17:15:51,2023-12-31 20:15:51,12.9276487,77.583438,"Minus debitis ab ab saepe.
Repellat aliquid voluptatibus sunt. Magni distinctio odio totam voluptas quos omnis voluptates.",Yelwala,Moodabidri
138,CR/1992/4902,CS/1976/1282,2024-02-13,39,15,1,1,15,57,6,10,2024-02-12 23:23:54,2024-02-13 04:23:54,2024-02-13 22:23:54,15.8571459,74.4992014,"Dolor est reprehenderit quibusdam et. Maxime quia perferendis similique molestias quasi.
Voluptate atque inventore mollitia magni. Harum voluptas excepturi.",Sindhanur,Chikkodi
139,CR/1971/6921,CS/1987/3751,2024-09-24,7,16,3,2,10,52,3,5,2024-09-24 04:51:38,2024-09-24 09:51:38,2024-09-24 18:51:38,15.366898716592686,75.1257594687789,"Ad qui a doloremque harum incidunt. Illum similique aliquid ipsum. Repellat natus minus et autem deleniti ad soluta.
Porro animi nesciunt itaque. Consequuntur quidem similique odio ea.",Mudbidri,Bhadravati
140,CR/2015/7153,CS/1972/7596,2026-02-16,32,21,2,2,14,2,3,8,2026-02-14 22:19:51,2026-02-15 01:19:51,2026-02-16 22:19:51,13.3350674,77.121235,Nesciunt iure totam repellendus non. Quisquam aliquam sapiente cum occaecati reprehenderit.,Ilkal,Sira
141,CR/2005/4984,CS/2017/5141,2024-09-22,22,23,1,1,14,23,5,8,2024-09-21 10:02:53,2024-09-21 11:02:53,2024-09-22 02:02:53,16.2090994673677,77.34240788323119,Est dolor eligendi optio. Sint perferendis molestiae dolore doloremque eius dolore.,Kollegal,Athani
142,CR/1971/2031,CS/2022/6711,2025-04-13,36,20,3,3,3,55,6,3,2025-04-12 22:16:54,2025-04-12 23:16:54,2025-04-13 21:16:54,13.339051299210213,74.74648955633066,"Doloribus quia eaque praesentium quod eveniet fuga. Debitis maxime fugit aperiam sunt atque animi autem.
Dolores iste quae dolore deserunt odit.",Murudeshwar,Bailhongal
143,CR/1997/8436,CS/2022/8835,2025-10-14,8,12,3,3,2,51,5,9,2025-10-13 06:25:51,2025-10-13 07:25:51,2025-10-14 02:25:51,12.2865923,76.6503471,Totam autem quo maiores voluptates. Dolore doloremque modi non dolorem. Consectetur vero rerum exercitationem.,Harohalli,Belagavi
144,CR/2026/4264,CS/2017/7186,2025-11-13,4,3,1,3,7,72,6,1,2025-11-12 17:10:06,2025-11-12 18:10:06,2025-11-13 12:10:06,12.9196036,77.6197961,Modi ducimus quia voluptates quae. Praesentium doloribus dolorem. Praesentium itaque atque distinctio.,Mundgod,Gubbi
